DATA TYPE EDGES:
('sor:Verblijfsobject', 'sor:gebruiksdoel', 'sor-con:gezondheidsfunctie')
('sor:Verblijfsobject', 'sor:gebruiksdoel', 'sor-con:logiesfunctie')
('sor:Verblijfsobject', 'sor:gebruiksdoel', 'sor-con:bijeenkomstfunctie')
('sor:Verblijfsobject', 'sor:gebruiksdoel', 'sor-con:sportfunctie')
('sor:Verblijfsobject', 'sor:gebruiksdoel', 'sor-con:industriefunctie')
('sor:Verblijfsobject', 'sor:gebruiksdoel', 'sor-con:celfunctie')
('sor:Verblijfsobject', 'sor:gebruiksdoel', 'sor-con:onderwijsfunctie')
('sor:Verblijfsobject', 'sor:status', 'kad-con:verblijfsobjectIngetrokken')
('sor:Verblijfsobject', 'sor:status', 'kad-con:verblijfsobjectTenOnrechteOpgevoerd')
('sor:Verblijfsobject', 'sor:status', 'kad-con:verbouwingVerblijfsobject')
('sor:Verblijfsobject', 'sor:status', 'kad-con:verblijfsobjectInGebruikNietIngemeten')
('sor:Verblijfsobject', 'sor:status', 'kad-con:nietGerealiseerdVerblijfsobject')
('sor:Verblijfsobject', 'sor:status', 'kad-con:verblijfsobjectGevormd')
('sor:Verblijfsobject', 'sor:status', 'kad-con:verblijfsobjectInGebruik')
('sor:Verblijfsobject', 'sor:status', 'kad-con:verblijfsobjectBuitenGebruik')
('sor:Woonplaats', 'sor:status', 'kad-con:woonplaatsIngetrokken')
('sor:Woonplaats', 'sor:status', 'kad-con:woonplaatsAangewezen')
('kad:Standplaats', 'sor:status', 'kad-con:plaatsAangewezen')
('kad:Standplaats', 'sor:status', 'kad-con:plaatsIngetrokken')
('sor:Gebouw', 'kad:plusStatus', 'kad-con:plan')
('sor:Gebouw', 'kad:plusStatus', 'kad-con:historie')
('sor:Nummeraanduiding', 'sor:status', 'kad-con:naamgevingUitgegeven')
('sor:Nummeraanduiding', 'sor:status', 'kad-con:naamgevingIngetrokken')



